station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
ZBAA,2026-05-16,3,C,27.13,2.41,26.9,3.4,22.0,<= 25°C,1.0,1.0,0.25,0.34,3.797,3.209
ZSPD,2026-05-16,2,C,24.98,1.23,23.67,1.83,26.0,26°C,0.0,0.0,0.228,0.097,0.606,1.477
ZSPD,2026-05-16,3,C,25.14,1.5,23.83,1.98,26.0,26°C,0.0,0.0,0.222,0.111,0.544,1.324
EDDM,2026-05-17,1,C,15.59,1.0,15.07,1.35,16.0,16°C,1.0,0.0,0.354,0.23,0.3,0.563
EDDM,2026-05-17,2,C,15.48,1.42,15.13,1.85,16.0,16°C,0.0,0.0,0.258,0.191,0.407,0.592
EDDM,2026-05-17,3,C,15.96,1.62,15.5,2.04,16.0,16°C,1.0,0.0,0.242,0.188,0.38,0.526
EGLC,2026-05-17,1,C,17.36,0.69,17.1,0.86,18.0,18°C,0.0,0.0,0.372,0.269,0.38,0.545
EGLC,2026-05-17,2,C,16.74,1.0,16.5,1.22,18.0,18°C,0.0,0.0,0.185,0.156,0.793,0.94
EGLC,2026-05-17,3,C,16.43,1.21,16.17,1.46,18.0,18°C,0.0,0.0,0.145,0.125,0.997,1.156
KLGA,2026-05-17,1,F,89.49,1.69,89.1,2.61,89.0,88-89°F,1.0,1.0,0.383,0.291,0.451,0.611
KLGA,2026-05-17,2,F,88.99,3.06,88.77,4.74,89.0,88-89°F,1.0,1.0,0.253,0.167,0.715,1.113
KLGA,2026-05-17,3,F,87.53,2.98,86.97,3.88,89.0,88-89°F,1.0,0.0,0.25,0.189,0.981,1.322
KORD,2026-05-17,1,F,86.61,1.53,85.0,1.6,86.0,>= 64°F,1.0,1.0,1.0,1.0,0.453,0.615
KORD,2026-05-17,2,F,86.26,2.82,84.4,3.76,86.0,>= 64°F,1.0,1.0,1.0,1.0,0.669,1.146
KORD,2026-05-17,3,F,83.14,3.27,81.53,3.69,86.0,>= 64°F,1.0,1.0,1.0,1.0,1.703,2.793
LEMD,2026-05-17,1,C,21.9,0.93,21.63,1.2,22.0,22°C,1.0,1.0,0.407,0.309,0.222,0.325
LEMD,2026-05-17,2,C,21.89,0.96,21.63,1.22,22.0,22°C,1.0,1.0,0.394,0.304,0.23,0.329
LEMD,2026-05-17,3,C,22.36,1.03,22.07,1.3,22.0,22°C,1.0,1.0,0.352,0.298,0.29,0.306
LFPB,2026-05-17,1,C,15.84,0.68,15.5,1.0,16.0,16°C,1.0,0.0,0.524,0.342,0.174,0.331
LFPB,2026-05-17,2,C,15.92,0.98,15.53,1.38,16.0,16°C,1.0,1.0,0.39,0.268,0.231,0.385
LFPB,2026-05-17,3,C,15.2,1.13,14.83,1.59,16.0,16°C,0.0,0.0,0.27,0.191,0.482,0.698
LIMC,2026-05-17,1,C,21.19,0.7,20.4,1.18,21.0,21°C,1.0,0.0,0.511,0.291,0.184,0.395
LIMC,2026-05-17,2,C,21.05,1.02,20.23,1.56,21.0,21°C,1.0,0.0,0.376,0.224,0.239,0.512
LIMC,2026-05-17,3,C,21.68,1.28,20.7,1.87,21.0,21°C,0.0,1.0,0.266,0.209,0.44,0.455
RCSS,2026-05-17,2,C,28.76,2.64,28.43,2.72,31.0,31°C,0.0,0.0,0.105,0.094,1.332,1.536
RCSS,2026-05-17,3,C,28.85,2.83,28.53,2.85,31.0,31°C,0.0,0.0,0.105,0.096,1.286,1.468
RJTT,2026-05-17,2,C,28.79,1.17,29.3,1.87,28.0,28°C,0.0,0.0,0.267,0.167,0.476,0.783
RJTT,2026-05-17,3,C,29.53,1.36,30.17,1.96,28.0,28°C,0.0,0.0,0.156,0.111,0.943,1.326
RKSI,2026-05-17,2,C,22.11,2.25,19.4,3.07,25.0,25°C,0.0,0.0,0.078,0.025,1.834,3.952
RKSI,2026-05-17,3,C,22.41,2.59,19.7,3.22,25.0,25°C,0.0,0.0,0.094,0.032,1.559,3.617
ZBAA,2026-05-17,2,C,20.99,1.59,19.67,1.91,19.0,19°C,0.0,0.0,0.115,0.194,1.256,0.539
ZBAA,2026-05-17,3,C,21.53,2.15,20.3,2.24,19.0,19°C,0.0,0.0,0.093,0.15,1.573,0.816
ZSPD,2026-05-17,2,C,26.29,1.25,24.9,2.08,27.0,27°C,0.0,0.0,0.267,0.115,0.45,1.267
ZSPD,2026-05-17,3,C,26.12,1.51,24.77,2.08,27.0,27°C,0.0,0.0,0.22,0.108,0.552,1.36
EDDM,2026-05-18,1,C,18.79,1.06,17.97,1.4,20.0,20°C,0.0,0.0,0.198,0.102,0.747,1.335
EDDM,2026-05-18,2,C,18.24,1.39,17.53,1.78,20.0,20°C,0.0,0.0,0.13,0.087,1.112,1.596
EDDM,2026-05-18,3,C,18.82,1.69,17.93,2.09,20.0,20°C,0.0,0.0,0.184,0.117,0.711,1.244
EGLC,2026-05-18,1,C,14.98,0.7,14.77,0.88,16.0,16°C,0.0,0.0,0.213,0.178,0.671,0.801
EGLC,2026-05-18,2,C,15.11,1.05,14.8,1.28,16.0,16°C,0.0,0.0,0.262,0.2,0.531,0.718
EGLC,2026-05-18,3,C,15.11,1.24,14.8,1.48,16.0,16°C,0.0,0.0,0.245,0.193,0.536,0.714
KLGA,2026-05-18,1,F,86.93,2.07,86.67,3.48,87.0,86-87°F,0.0,0.0,0.363,0.226,0.486,0.826
KLGA,2026-05-18,2,F,85.41,2.93,85.03,4.48,87.0,86-87°F,0.0,0.0,0.25,0.167,1.023,1.387
KLGA,2026-05-18,3,F,81.35,3.23,80.97,4.71,87.0,86-87°F,0.0,0.0,0.071,0.085,3.936,3.823
KORD,2026-05-18,1,F,80.6,1.52,79.0,1.52,79.0,>= 78°F,1.0,1.0,0.98,0.838,0.971,0.356
KORD,2026-05-18,2,F,81.9,2.7,80.17,3.34,79.0,>= 78°F,1.0,1.0,0.949,0.788,1.767,0.941
KORD,2026-05-18,3,F,83.89,3.65,81.97,4.92,79.0,>= 78°F,1.0,1.0,0.96,0.818,3.132,1.842
LEMD,2026-05-18,1,C,23.57,0.79,23.23,1.01,24.0,24°C,1.0,0.0,0.416,0.291,0.275,0.458
LEMD,2026-05-18,2,C,23.63,1.0,23.3,1.27,24.0,24°C,1.0,0.0,0.36,0.265,0.286,0.447
LEMD,2026-05-18,3,C,23.48,1.03,23.17,1.3,24.0,24°C,0.0,0.0,0.332,0.246,0.342,0.51
LFPB,2026-05-18,1,C,15.23,0.66,15.0,0.98,15.0,15°C,1.0,1.0,0.525,0.391,0.186,0.228
LFPB,2026-05-18,2,C,15.53,1.14,15.03,1.58,15.0,15°C,0.0,1.0,0.306,0.248,0.363,0.37
LFPB,2026-05-18,3,C,15.43,1.28,14.93,1.77,15.0,15°C,1.0,1.0,0.287,0.222,0.356,0.415
LIMC,2026-05-18,1,C,21.19,0.65,20.5,1.07,21.0,21°C,1.0,0.0,0.542,0.326,0.173,0.341
LIMC,2026-05-18,2,C,20.73,0.97,19.93,1.42,21.0,21°C,1.0,0.0,0.381,0.21,0.255,0.637
LIMC,2026-05-18,3,C,19.73,1.18,19.23,1.63,21.0,21°C,0.0,0.0,0.191,0.136,0.772,1.078
RCSS,2026-05-18,2,C,30.84,2.67,30.87,2.77,32.0,32°C,0.0,0.0,0.135,0.132,0.822,0.83
RCSS,2026-05-18,3,C,30.09,2.8,30.03,2.81,32.0,32°C,0.0,0.0,0.113,0.111,1.153,1.184
RJTT,2026-05-18,2,C,27.75,1.12,28.17,1.73,29.0,>= 28°C,1.0,1.0,0.589,0.65,0.766,0.561
RJTT,2026-05-18,3,C,28.18,1.38,28.67,2.05,29.0,>= 28°C,1.0,1.0,0.69,0.716,0.509,0.5
RKSI,2026-05-18,2,C,23.93,2.43,21.27,3.54,27.0,>= 25°C,1.0,1.0,0.408,0.181,1.937,3.893
RKSI,2026-05-18,3,C,24.09,2.81,21.33,3.76,27.0,>= 25°C,1.0,1.0,0.442,0.2,1.764,3.761
ZBAA,2026-05-18,2,C,28.33,1.58,27.7,1.89,30.0,30°C,0.0,0.0,0.145,0.101,1.013,1.438
ZBAA,2026-05-18,3,C,26.85,2.11,25.93,2.06,30.0,30°C,0.0,0.0,0.063,0.028,2.086,2.941
ZSPD,2026-05-18,2,C,26.61,1.22,25.33,1.7,27.0,27°C,1.0,0.0,0.303,0.145,0.335,1.001
ZSPD,2026-05-18,3,C,26.5,1.51,25.17,2.07,27.0,27°C,0.0,0.0,0.247,0.13,0.418,1.092
EDDM,2026-05-19,1,C,18.63,1.07,17.8,1.41,19.0,>= 15°C,1.0,1.0,1.0,0.99,0.301,0.714
EDDM,2026-05-19,2,C,18.85,1.48,18.03,1.88,19.0,>= 15°C,1.0,1.0,0.998,0.97,0.353,0.634
EDDM,2026-05-19,3,C,18.06,1.56,17.47,1.95,19.0,>= 15°C,1.0,1.0,0.989,0.936,0.584,0.913
EGLC,2026-05-19,1,C,18.14,0.76,18.0,0.95,18.0,18°C,1.0,1.0,0.48,0.401,0.189,0.222
EGLC,2026-05-19,2,C,18.14,1.01,17.9,1.24,18.0,18°C,1.0,1.0,0.375,0.313,0.244,0.292
EGLC,2026-05-19,3,C,17.61,1.2,17.4,1.43,18.0,18°C,1.0,0.0,0.308,0.251,0.329,0.434
KLGA,2026-05-19,1,F,93.91,1.98,93.73,3.2,95.0,<= 95°F,1.0,1.0,0.788,0.709,0.696,0.946
KLGA,2026-05-19,2,F,96.33,3.24,96.47,5.18,95.0,<= 95°F,1.0,1.0,0.399,0.426,0.972,1.376
KLGA,2026-05-19,3,F,94.98,3.64,95.2,5.6,95.0,<= 95°F,1.0,1.0,0.557,0.521,0.851,1.312
KORD,2026-05-19,1,F,80.36,1.56,78.7,1.74,78.0,78-79°F,0.0,1.0,0.256,0.433,1.569,0.517
KORD,2026-05-19,2,F,79.81,2.64,78.23,3.14,78.0,78-79°F,0.0,1.0,0.262,0.249,1.094,0.741
KORD,2026-05-19,3,F,80.06,3.29,78.57,3.75,78.0,78-79°F,0.0,1.0,0.214,0.21,1.267,0.911
LEMD,2026-05-19,1,C,26.43,0.84,26.0,1.07,27.0,>= 22°C,1.0,1.0,1.0,1.0,0.344,0.598
LEMD,2026-05-19,2,C,26.44,0.97,26.07,1.22,27.0,>= 22°C,1.0,1.0,1.0,1.0,0.353,0.557
LEMD,2026-05-19,3,C,26.89,1.09,26.53,1.37,27.0,>= 22°C,1.0,1.0,1.0,1.0,0.259,0.384
LFPB,2026-05-19,1,C,16.47,0.76,16.03,1.08,17.0,17°C,0.0,0.0,0.396,0.245,0.321,0.576
LFPB,2026-05-19,2,C,16.42,1.29,15.9,1.84,17.0,17°C,0.0,0.0,0.274,0.18,0.404,0.685
LFPB,2026-05-19,3,C,17.08,1.1,16.7,1.54,17.0,17°C,0.0,0.0,0.349,0.25,0.26,0.384
LIMC,2026-05-19,1,C,21.75,0.67,20.93,1.12,22.0,>= 18°C,1.0,1.0,1.0,0.999,0.192,0.639
LIMC,2026-05-19,2,C,21.55,1.0,20.63,1.5,22.0,>= 18°C,1.0,1.0,1.0,0.982,0.315,0.816
LIMC,2026-05-19,3,C,21.81,1.29,20.8,1.89,22.0,>= 18°C,1.0,1.0,1.0,0.96,0.314,0.736
RCSS,2026-05-19,2,C,29.4,2.77,29.1,2.91,31.0,>= 29°C,1.0,1.0,0.628,0.582,1.004,1.158
RCSS,2026-05-19,3,C,29.42,2.92,29.13,2.99,31.0,>= 29°C,1.0,1.0,0.624,0.584,1.016,1.149
RJTT,2026-05-19,2,C,27.28,1.2,27.67,1.97,26.0,>= 26°C,1.0,1.0,0.932,0.864,0.782,0.992
RJTT,2026-05-19,3,C,26.77,1.4,27.1,2.12,26.0,>= 26°C,1.0,1.0,0.817,0.775,0.49,0.718
RKSI,2026-05-19,2,C,23.28,2.11,21.1,2.67,23.0,23°C,0.0,1.0,0.186,0.116,0.508,1.141
RKSI,2026-05-19,3,C,23.94,2.42,21.83,2.81,23.0,23°C,0.0,0.0,0.152,0.13,0.709,0.847
ZBAA,2026-05-19,2,C,26.92,1.63,26.23,2.18,28.0,>= 22°C,1.0,1.0,1.0,0.985,0.659,1.051
ZBAA,2026-05-19,3,C,26.83,2.15,26.1,2.29,28.0,>= 22°C,1.0,1.0,0.993,0.978,0.751,1.13
ZSPD,2026-05-19,2,C,26.47,1.22,25.33,1.73,28.0,>= 26°C,1.0,1.0,0.785,0.462,0.965,1.782
ZSPD,2026-05-19,3,C,24.96,1.53,24.17,2.33,28.0,>= 26°C,1.0,1.0,0.363,0.283,2.201,2.616
EDDM,2026-05-20,1,C,18.46,0.94,17.77,1.29,19.0,19°C,0.0,0.0,0.349,0.195,0.34,0.739
EDDM,2026-05-20,2,C,18.62,1.4,18.07,1.81,19.0,19°C,1.0,0.0,0.268,0.191,0.37,0.61
EDDM,2026-05-20,3,C,18.37,1.84,17.93,2.31,19.0,19°C,0.0,0.0,0.202,0.154,0.516,0.733
EGLC,2026-05-20,1,C,19.92,0.68,19.67,0.86,20.0,20°C,1.0,1.0,0.533,0.412,0.164,0.251
EGLC,2026-05-20,2,C,20.53,1.1,20.2,1.33,20.0,20°C,0.0,1.0,0.316,0.29,0.355,0.323
EGLC,2026-05-20,3,C,20.2,1.22,19.97,1.48,20.0,20°C,1.0,1.0,0.313,0.265,0.299,0.345
KLGA,2026-05-20,1,F,94.2,1.5,93.73,2.13,95.0,94-95°F,1.0,1.0,0.485,0.34,0.517,0.791
KLGA,2026-05-20,2,F,92.21,2.78,91.2,4.25,95.0,94-95°F,0.0,0.0,0.203,0.138,1.682,2.265
KLGA,2026-05-20,3,F,95.56,3.15,95.47,4.39,95.0,94-95°F,0.0,1.0,0.235,0.176,0.776,1.046
KORD,2026-05-20,1,F,61.17,1.58,59.4,1.79,60.0,<= 71°F,1.0,1.0,1.0,1.0,0.7,0.498
KORD,2026-05-20,2,F,59.67,2.62,57.97,3.08,60.0,<= 71°F,1.0,1.0,1.0,1.0,0.629,1.235
KORD,2026-05-20,3,F,58.99,3.37,57.4,4.02,60.0,<= 71°F,1.0,1.0,1.0,1.0,0.907,1.588
LEMD,2026-05-20,1,C,29.85,0.79,29.33,1.01,30.0,30°C,1.0,0.0,0.464,0.31,0.197,0.405
LEMD,2026-05-20,2,C,29.94,0.99,29.43,1.25,30.0,30°C,1.0,0.0,0.387,0.282,0.232,0.393
LEMD,2026-05-20,3,C,30.04,1.04,29.57,1.32,30.0,30°C,1.0,1.0,0.368,0.28,0.245,0.365
LFPB,2026-05-20,1,C,20.24,0.71,19.73,1.01,20.0,20°C,1.0,1.0,0.493,0.366,0.199,0.265
LFPB,2026-05-20,2,C,20.61,0.99,20.1,1.39,20.0,20°C,0.0,1.0,0.325,0.279,0.376,0.329
LFPB,2026-05-20,3,C,20.37,1.2,19.8,1.68,20.0,20°C,1.0,1.0,0.308,0.233,0.326,0.401
LIMC,2026-05-20,1,C,25.12,0.65,24.37,1.08,25.0,25°C,1.0,0.0,0.549,0.304,0.162,0.396
LIMC,2026-05-20,2,C,24.9,1.03,24.0,1.56,25.0,25°C,1.0,0.0,0.372,0.207,0.244,0.611
LIMC,2026-05-20,3,C,25.49,1.25,24.53,1.8,25.0,25°C,1.0,1.0,0.288,0.212,0.369,0.468
RCSS,2026-05-20,2,C,32.2,2.82,32.4,2.96,35.0,35°C,0.0,0.0,0.087,0.092,1.682,1.548
RCSS,2026-05-20,3,C,32.08,3.05,32.23,3.15,35.0,35°C,0.0,0.0,0.083,0.086,1.751,1.648
RJTT,2026-05-20,2,C,28.32,1.14,28.83,1.83,28.0,>= 27°C,1.0,1.0,0.944,0.899,0.303,0.577
RJTT,2026-05-20,3,C,25.31,1.77,25.67,3.13,28.0,>= 27°C,1.0,1.0,0.251,0.395,1.791,1.395
RKSI,2026-05-20,2,C,22.13,1.97,19.9,2.44,20.0,21°C,0.0,0.0,0.17,0.147,1.303,0.572
RKSI,2026-05-20,3,C,22.26,2.33,20.1,2.5,20.0,21°C,0.0,0.0,0.147,0.149,1.358,0.585
ZBAA,2026-05-20,2,C,25.11,1.64,24.2,2.2,24.0,24°C,0.0,1.0,0.192,0.179,0.673,0.521
ZBAA,2026-05-20,3,C,24.85,2.13,23.87,2.13,24.0,24°C,0.0,1.0,0.172,0.185,0.63,0.502
ZSPD,2026-05-20,2,C,28.3,1.24,27.3,1.95,27.0,27°C,0.0,1.0,0.186,0.2,0.788,0.475
ZSPD,2026-05-20,3,C,26.32,1.49,25.2,1.84,27.0,27°C,0.0,0.0,0.238,0.134,0.469,1.081
EDDM,2026-05-21,1,C,20.28,0.96,19.43,1.32,21.0,21°C,0.0,0.0,0.308,0.151,0.429,0.974
EDDM,2026-05-21,2,C,20.17,1.38,19.57,1.77,21.0,21°C,0.0,0.0,0.239,0.162,0.514,0.853
EDDM,2026-05-21,3,C,20.93,1.67,19.9,2.11,21.0,21°C,1.0,0.0,0.235,0.164,0.391,0.717
EGLC,2026-05-21,1,C,23.44,0.78,23.17,1.0,24.0,24°C,0.0,0.0,0.383,0.278,0.334,0.496
EGLC,2026-05-21,2,C,22.77,1.01,22.5,1.24,24.0,24°C,0.0,0.0,0.191,0.156,0.771,0.937
EGLC,2026-05-21,3,C,22.73,1.21,22.47,1.45,24.0,24°C,0.0,0.0,0.19,0.158,0.773,0.931
KLGA,2026-05-21,1,F,68.69,1.55,67.53,2.3,66.0,66-67°F,0.0,0.0,0.202,0.306,1.868,0.931
KLGA,2026-05-21,2,F,69.09,2.62,67.83,3.76,66.0,66-67°F,0.0,0.0,0.186,0.197,1.922,1.228
KLGA,2026-05-21,3,F,68.38,2.94,67.0,3.78,66.0,66-67°F,0.0,1.0,0.219,0.207,1.413,0.988
KORD,2026-05-21,1,F,59.56,1.53,57.9,1.59,58.0,<= 59°F,1.0,1.0,0.483,0.843,0.945,0.374
KORD,2026-05-21,2,F,60.72,2.75,58.9,3.5,58.0,<= 59°F,1.0,1.0,0.328,0.568,1.639,0.91
KORD,2026-05-21,3,F,61.45,3.28,59.7,3.71,58.0,<= 59°F,1.0,1.0,0.276,0.478,2.094,1.172
LEMD,2026-05-21,1,C,31.77,0.75,31.23,0.96,32.0,32°C,1.0,0.0,0.475,0.297,0.203,0.456
LEMD,2026-05-21,2,C,31.78,0.99,31.23,1.26,32.0,32°C,1.0,0.0,0.378,0.259,0.251,0.475
LEMD,2026-05-21,3,C,31.85,1.06,31.3,1.35,32.0,32°C,1.0,0.0,0.358,0.255,0.257,0.457
LFPB,2026-05-21,1,C,23.97,0.68,23.4,1.0,24.0,24°C,1.0,0.0,0.535,0.325,0.16,0.373
LFPB,2026-05-21,2,C,23.9,1.15,23.23,1.63,24.0,24°C,1.0,0.0,0.335,0.217,0.273,0.522
LFPB,2026-05-21,3,C,24.45,1.39,23.67,1.9,24.0,24°C,1.0,1.0,0.268,0.204,0.382,0.467
LIMC,2026-05-21,1,C,27.79,0.69,26.97,1.15,27.0,27°C,0.0,1.0,0.308,0.335,0.485,0.27
LIMC,2026-05-21,2,C,26.95,0.98,26.17,1.45,27.0,27°C,1.0,0.0,0.391,0.23,0.229,0.525
LIMC,2026-05-21,3,C,27.09,1.19,26.2,1.64,27.0,27°C,1.0,0.0,0.325,0.213,0.281,0.536
RCSS,2026-05-21,2,C,32.93,2.72,33.33,2.83,36.0,36°C,0.0,0.0,0.078,0.09,1.885,1.596
RCSS,2026-05-21,3,C,31.99,3.22,32.07,3.37,36.0,36°C,0.0,0.0,0.057,0.06,2.526,2.437
RJTT,2026-05-21,2,C,24.39,1.22,24.37,1.96,24.0,>= 23°C,1.0,1.0,0.939,0.83,0.335,0.485
RJTT,2026-05-21,3,C,22.28,1.26,21.87,1.64,24.0,>= 23°C,1.0,1.0,0.432,0.349,1.105,1.358
RKSI,2026-05-21,2,C,21.39,2.35,18.47,3.0,20.0,20°C,0.0,0.0,0.142,0.116,0.867,1.007
RKSI,2026-05-21,3,C,21.05,2.5,18.27,2.8,20.0,20°C,0.0,0.0,0.146,0.117,0.757,1.07
ZBAA,2026-05-21,2,C,27.8,1.71,27.07,2.51,27.0,27°C,0.0,1.0,0.207,0.158,0.546,0.587
ZBAA,2026-05-21,3,C,27.7,2.23,27.1,2.77,27.0,27°C,0.0,1.0,0.169,0.143,0.61,0.648
ZSPD,2026-05-21,2,C,26.79,1.21,25.7,1.45,25.0,25°C,0.0,0.0,0.113,0.241,1.185,0.471
ZSPD,2026-05-21,3,C,26.67,1.49,25.53,1.72,25.0,25°C,0.0,0.0,0.143,0.219,1.026,0.467
EDDM,2026-05-22,1,C,24.62,1.21,23.27,1.59,24.0,24°C,0.0,0.0,0.283,0.223,0.408,0.504
EDDM,2026-05-22,2,C,24.07,1.42,22.93,1.81,24.0,24°C,1.0,0.0,0.276,0.183,0.332,0.667
EDDM,2026-05-22,3,C,23.87,1.59,22.77,1.99,24.0,24°C,1.0,0.0,0.246,0.164,0.375,0.761
EGLC,2026-05-22,1,C,27.34,0.82,27.03,1.05,28.0,28°C,0.0,0.0,0.345,0.247,0.392,0.577
EGLC,2026-05-22,2,C,26.62,1.05,26.3,1.29,28.0,28°C,0.0,0.0,0.165,0.132,0.876,1.085
EGLC,2026-05-22,3,C,26.22,1.3,25.83,1.56,28.0,28°C,0.0,0.0,0.123,0.099,1.149,1.403
KLGA,2026-05-22,1,F,69.33,1.47,67.97,2.04,68.0,68-69°F,1.0,1.0,0.44,0.365,0.793,0.477
KLGA,2026-05-22,2,F,68.86,2.55,67.43,3.61,68.0,68-69°F,1.0,0.0,0.302,0.209,0.711,0.879
KLGA,2026-05-22,3,F,67.12,3.01,65.37,4.03,68.0,68-69°F,0.0,0.0,0.235,0.146,0.805,1.603
KORD,2026-05-22,1,F,67.84,1.57,66.2,1.76,65.0,64-65°F,0.0,0.0,0.065,0.283,1.998,0.726
KORD,2026-05-22,2,F,69.25,2.79,67.6,3.66,65.0,64-65°F,0.0,0.0,0.069,0.152,2.831,1.563
KORD,2026-05-22,3,F,65.58,3.31,64.0,3.87,65.0,64-65°F,0.0,0.0,0.225,0.202,0.814,1.007
LEMD,2026-05-22,1,C,32.49,0.76,31.93,0.97,32.0,32°C,1.0,1.0,0.408,0.393,0.301,0.228
LEMD,2026-05-22,2,C,32.74,1.0,32.17,1.26,32.0,32°C,0.0,1.0,0.298,0.305,0.443,0.304
LEMD,2026-05-22,3,C,32.72,1.06,32.17,1.35,32.0,32°C,0.0,1.0,0.293,0.287,0.434,0.324
LFPB,2026-05-22,1,C,28.57,0.91,27.73,1.28,29.0,29°C,1.0,0.0,0.376,0.191,0.293,0.762
LFPB,2026-05-22,2,C,27.54,1.17,26.73,1.63,29.0,29°C,0.0,0.0,0.158,0.095,0.921,1.468
LFPB,2026-05-22,3,C,27.11,1.28,26.33,1.78,29.0,29°C,0.0,0.0,0.107,0.074,1.251,1.767
LIMC,2026-05-22,1,C,28.49,0.67,27.7,1.13,28.0,28°C,1.0,1.0,0.436,0.331,0.292,0.295
LIMC,2026-05-22,2,C,28.2,1.0,27.37,1.51,28.0,28°C,1.0,0.0,0.375,0.238,0.249,0.457
LIMC,2026-05-22,3,C,28.17,1.2,27.3,1.69,28.0,28°C,1.0,0.0,0.319,0.215,0.291,0.508
RCSS,2026-05-22,2,C,30.76,3.11,30.93,3.31,34.0,34°C,0.0,0.0,0.075,0.078,1.961,1.832
RCSS,2026-05-22,3,C,32.31,2.85,32.57,2.87,34.0,34°C,0.0,0.0,0.117,0.122,1.055,0.951
RJTT,2026-05-22,2,C,17.63,1.01,16.63,1.38,16.0,16°C,0.0,0.0,0.115,0.256,1.102,0.436
RJTT,2026-05-22,3,C,17.67,1.25,16.77,1.58,16.0,16°C,0.0,0.0,0.133,0.222,1.074,0.514
RKSI,2026-05-22,2,C,24.35,2.35,21.83,3.46,26.0,26°C,0.0,0.0,0.132,0.056,0.995,2.6
RKSI,2026-05-22,3,C,24.84,2.67,22.37,3.57,26.0,26°C,0.0,0.0,0.135,0.067,0.823,2.194
ZBAA,2026-05-22,2,C,22.02,1.61,20.73,2.07,22.0,22°C,1.0,0.0,0.243,0.159,0.377,0.784
ZBAA,2026-05-22,3,C,22.91,2.15,21.7,2.32,22.0,22°C,0.0,1.0,0.168,0.169,0.653,0.559
ZSPD,2026-05-22,2,C,23.8,1.22,22.67,1.59,23.0,23°C,0.0,1.0,0.259,0.242,0.489,0.399
ZSPD,2026-05-22,3,C,24.32,1.49,23.2,1.74,23.0,23°C,0.0,1.0,0.18,0.225,0.789,0.416
EDDM,2026-05-23,1,C,27.54,1.2,26.0,1.58,27.0,27°C,0.0,0.0,0.293,0.205,0.377,0.614
EDDM,2026-05-23,2,C,26.87,1.57,25.37,2.0,27.0,27°C,1.0,0.0,0.248,0.142,0.373,0.972
EDDM,2026-05-23,3,C,26.32,1.62,25.0,2.03,27.0,27°C,0.0,0.0,0.223,0.121,0.492,1.202
EGLC,2026-05-23,1,C,29.73,0.88,29.53,1.1,30.0,30°C,1.0,1.0,0.414,0.323,0.238,0.334
EGLC,2026-05-23,2,C,28.8,1.19,28.67,1.44,30.0,30°C,0.0,0.0,0.202,0.18,0.722,0.796
EGLC,2026-05-23,3,C,28.33,1.29,28.2,1.57,30.0,30°C,0.0,0.0,0.136,0.132,1.061,1.111
KLGA,2026-05-23,1,F,58.21,1.47,56.53,2.04,57.0,56-57°F,0.0,1.0,0.282,0.376,0.72,0.52
KLGA,2026-05-23,2,F,60.11,2.82,58.33,4.21,57.0,56-57°F,0.0,0.0,0.126,0.171,1.904,1.15
KLGA,2026-05-23,3,F,58.82,2.96,56.9,3.86,57.0,56-57°F,0.0,1.0,0.197,0.203,1.125,0.903
KORD,2026-05-23,1,F,71.31,1.75,69.73,2.43,70.0,70-71°F,1.0,1.0,0.393,0.305,0.783,0.58
KORD,2026-05-23,2,F,72.5,3.09,70.9,4.64,70.0,70-71°F,0.0,1.0,0.207,0.17,1.488,1.154
KORD,2026-05-23,3,F,71.76,3.31,70.27,3.87,70.0,70-71°F,0.0,1.0,0.221,0.203,1.138,0.912
LEMD,2026-05-23,1,C,31.94,0.81,31.4,1.04,32.0,32°C,1.0,0.0,0.46,0.316,0.192,0.378
LEMD,2026-05-23,2,C,32.52,0.99,31.97,1.26,32.0,32°C,0.0,1.0,0.34,0.308,0.338,0.295
LEMD,2026-05-23,3,C,32.75,1.07,32.2,1.35,32.0,32°C,0.0,1.0,0.287,0.286,0.451,0.328
LFPB,2026-05-23,1,C,30.47,0.91,29.6,1.28,30.0,30°C,1.0,1.0,0.369,0.291,0.309,0.348
LFPB,2026-05-23,2,C,29.94,1.35,28.97,1.86,30.0,30°C,1.0,0.0,0.288,0.183,0.317,0.658
LFPB,2026-05-23,3,C,29.08,1.27,28.23,1.76,30.0,30°C,0.0,0.0,0.239,0.137,0.551,1.065
LIMC,2026-05-23,1,C,29.25,0.66,28.47,1.09,29.0,29°C,1.0,0.0,0.52,0.316,0.192,0.357
LIMC,2026-05-23,2,C,28.9,1.03,27.93,1.57,29.0,29°C,1.0,0.0,0.37,0.2,0.246,0.645
LIMC,2026-05-23,3,C,28.87,1.21,27.93,1.68,29.0,29°C,1.0,0.0,0.319,0.192,0.288,0.654
RCSS,2026-05-23,2,C,33.68,2.74,34.2,2.85,37.0,>= 35°C,1.0,1.0,0.382,0.458,2.074,1.683
RCSS,2026-05-23,3,C,31.39,3.58,31.73,3.81,37.0,>= 35°C,1.0,1.0,0.193,0.234,3.768,3.406
RJTT,2026-05-23,2,C,19.19,1.04,18.4,1.48,18.0,18°C,0.0,1.0,0.201,0.256,0.735,0.388
RJTT,2026-05-23,3,C,19.88,1.36,19.13,1.95,18.0,18°C,0.0,0.0,0.115,0.172,1.219,0.711
